文本ID,简体中文,繁体中文,英文,俄语,西班牙语西班牙,葡萄牙语巴西,德语,日语,法语,波兰语,韩语,土耳其语,西班牙语拉丁美洲,乌克兰语,意大利语,捷克语,葡萄牙语葡萄牙,匈牙利语
58,享受灌溉 - 水分充足可促进蘑菇成长、更快产出孢子,享受灌溉 - 水分充足可促進蘑菇成長、更快產出孢子,Enjoy watering – Keeping mushrooms hydrated boosts growth and spore production,Наслаждайтесь поливом — достаточная влажность ускоряет рост грибов и выработку спор,Disfruta regando: mantenerlos hidratados acelera su crecimiento y producción de esporas,Aproveite para regar – manter os cogumelos hidratados acelera o crescimento e a produção de esporos,Gießen mit Genuss – Ausreichend Wasser fördert das Wachstum und die Sporenproduktion,水やりを楽しんで – 水分が十分だとキノコの成長が早まり、胞子の生産もアップ,Arrosez avec plaisir – Une bonne hydratation favorise la croissance et la production de spores,Ciesz się podlewaniem – odpowiednie nawodnienie przyspiesza wzrost grzybów i produkcję zarodników,물 주기를 즐겨보세요 – 충분한 수분은 버섯 성장과 포자 생산을 촉진해요,Sulamaktan keyif al – Yeterli su mantarların büyümesini hızlandırır ve daha hızlı spor üretir,Disfruta regando – mantenerlos hidratados acelera su crecimiento y producción de esporas,Насолоджуйтесь поливом – достатнє зволоження прискорює ріст грибів і вироблення спор,Goditi l'innaffiatura – Mantenere i funghi idratati favorisce la crescita e la produzione di spore,Užij si zalévání – Dostatek vody podporuje růst hub a rychlejší produkci spor,Aproveite a rega – manter os cogumelos hidratados acelera o crescimento e a produção de esporos,Élvezd az öntözést – A megfelelő nedvesség serkenti a gombák növekedését és a spórák termelését
59,（缺水也并不会有严重后果~）,（缺水也並不會有嚴重後果~）,(No serious consequences if you forget to water~),(Нехватка воды не приведет к серьезным последствиям~),(No pasa nada si se olvida el agua~),(Não se preocupe se esquecer de regar~),(Wassermangel hat keine schwerwiegenden Folgen~),（水をあげ忘れても大丈夫～）,(Pas de conséquences graves si vous oubliez d'arroser~),(Brak wody nie powoduje poważnych konsekwencji~),(물을 안 줘도 큰 문제는 없어요~),(Sulamayı unutursan kötü bir şey olmaz~),(No pasa nada si se olvida el agua~),(Нестача води не матиме серйозних наслідків~),(Nessuna grave conseguenza se dimentichi di annaffiare~),"(Žádné vážné následky, když zapomeneš zalít~)",(Não há consequências graves se esquecer de regar~),"(Nincs komoly következménye, ha néha elfelejted meglocsolni~)"
60, 初次见面~！,初次見面~！,Nice to meet you~!,Приятно познакомиться~!,Encantado de conocerte~.,Prazer em conhecê-lo~!,"Schön, dich kennenzulernen~!",はじめまして～！,Enchanté~ !,Miło cię poznać~!,처음 뵙겠습니다~!,Tanıştığımıza memnun oldum~!,¡Encantado de conocerte~!,Приємно познайомитись~!,Piacere di conoscerti~!,Těší mě~!,Prazer em conhecer-te~!,"Örülök, hogy találkoztunk~!"
61,蘑菇们开始冒出来啦~！,蘑菇們開始冒出來啦~！,Mushrooms are starting to pop up~!,Грибы начинают появляться~!,¡Los hongos empiezan a asomar~!,Os cogumelos estão começando a aparecer~!,Die Pilze fangen an zu sprießen~!,キノコたちが顔を出し始めたよ～！,Les champignons commencent à pousser~ !,Grzyby zaczynają wyrastać~!,버섯들이 나타나기 시작했어요~!,Mantarlar ortaya çıkmaya başlıyor~!,¡Los hongos empiezan a asomar~!,Гриби починають з'являтися~!,I funghi iniziano a spuntare~!,Začínají se objevovat houby~!,Os cogumelos estão a começar a aparecer~!,Kezdenek előbújni a gombák~!
62,欢迎回家~,歡迎回家~,Welcome home~,С возвращением~,Bienvenido a casa~.,Bem-vindo de volta~!,Willkommen zu Hause~!,おかえりなさい～,Bienvenue à la maison ~,Witaj w domu~!,집에 오신 걸 환영해요~,Eve hoş geldin~!,¡Bienvenido a casa~!,Ласкаво просимо додому~,Bentornato a casa~!,Vítej doma~!,Bem-vindo a casa~!,Isten hozott itthon~!
63,蘑菇们在等你咯~！,蘑菇們在等你咯~！,Your mushrooms are waiting for you~!,Грибы ждут тебя~!,¡Los hongos te están esperando~!,Os cogumelos estão esperando por você~!,Deine Pilze warten auf dich~!,キノコたちが待ってるよ～！,Tes champignons t'attendent~ !,Grzyby na ciebie czekają~!,버섯들이 당신을 기다리고 있어요~!,Mantarlar seni bekliyor~!,¡Los hongos te están esperando~!,Гриби чекають на тебе~!,I funghi ti aspettano~!,Houby na tebe čekají~!,Os cogumelos estão à tua espera~!,A gombák már várnak rád~!
64,重要更新,重要更新,Major Update,Важное обновление,Actualización importante,Atualização importante,Wichtiges Update,重要なアップデート,Mise à jour importante,Ważna aktualizacja,중요 업데이트,Önemli Güncelleme,Actualización importante,Важливе оновлення,Aggiornamento importante,Důležitá aktualizace,Atualização importante,Fontos frissítés
65,昼夜循环 - 自定间隔/手动切换,晝夜循環 - 自定間隔/手動切換,Day & Night Cycle – Custom interval / manual switch,Смена дня и ночи — настраиваемый интервал / ручное переключение,Ciclo día/noche: intervalo personalizable o cambio manual,Ciclo dia/noite – intervalo personalizável/alternância manual,Tag-Nacht-Zyklus – Individuelles Intervall / manueller Wechsel,昼夜サイクル – カスタム間隔／手動切り替え,Cycle jour/nuit – intervalle personnalisable / commutation manuelle,Cykl dnia i nocy – niestandardowy interwał / ręczne przełączanie,낮과 밤의 순환 – 간격 설정 / 수동 전환 가능,Gündüz ve Gece Döngüsü – Özel aralık / manuel değiştirme,Ciclo día/noche – intervalo personalizable / cambio manual,Цикл дня та ночі – налаштовуваний інтервал / ручне перемикання,Ciclo giorno/notte – Intervallo personalizzabile / commutazione manuale,Cyklus dne a noci – Vlastní interval / ruční přepínání,Ciclo dia/noite – intervalo personalizável / alternância manual,Nappal-éjszaka ciklus – Egyedi időköz / kézi váltás
66,天气系统 - 下雨、下雪、落叶,天氣系統 - 下雨、下雪、落葉,"Weather System – Rain, Snow, Falling Leaves","Погодная система — дождь, снег, листопад","Sistema meteorológico: lluvia, nieve, hojas caídas","Sistema climático – chuva, neve, queda de folhas","Wettersystem – Regen, Schnee, fallendes Laub",天候システム – 雨、雪、落ち葉,"Système météo – pluie, neige, chute de feuilles","System pogodowy – deszcz, śnieg, opadanie liści","날씨 시스템 – 비, 눈, 낙엽","Hava Sistemi – Yağmur, Kar, Düşen Yapraklar","Sistema meteorológico: lluvia, nieve, hojas caídas","Погодна система – дощ, сніг, листопад","Sistema meteo – Pioggia, neve, foglie che cadono","Systém počasí – Déšť, sníh, padající listí","Sistema meteorológico – chuva, neve, queda de folhas","Időjárás-rendszer – eső, hó, hulló levelek"
67,（持续新增中……）,（持續新增中……）,(More to come...),(Продолжение следует...),(Más contenido pronto...),(Mais novidades em breve...),(Weitere folgen...),（続々追加予定…）,(D'autres à venir...),(Wkrótce więcej...),(계속 추가 중...),(Devamı gelecek...),(Más contenido pronto...),(Невдовзі більше...),(Altro in arrivo...),(Další přibudou...),(Mais para vir...),(Továbbiak hamarosan...)
68,随机效果 - 萤火虫、丁达尔光效,隨機效果 - 螢火蟲、丁達爾光效,"Random Effects – Fireflies, Tyndall Light Effects","Случайные эффекты — светлячки, эффект Тиндаля","Efectos aleatorios: luciérnagas, efecto Tyndall","Efeitos aleatórios – vaga-lumes, efeito Tyndall","Zufällige Effekte – Glühwürmchen, Tyndall-Effekt",ランダムエフェクト – 蛍、ティンダル効果,"Effets aléatoires – Lucioles, effet Tyndall","Efekty losowe – świetliki, efekt Tyndalla","랜덤 효과 – 반딧불이, 틴들 효과","Rastgele Efektler – Ateş böcekleri, Tyndall ışık efekti","Efectos aleatorios: luciérnagas, efecto Tyndall","Випадкові ефекти – світлячки, ефект Тіндаля","Effetti casuali – Lucciole, effetto Tyndall","Náhodné efekty – Světlušky, Tyndallův efekt","Efeitos aleatórios – vaga-lumes, efeito Tyndall","Véletlenszerű effektek – Szentjánosbogarak, Tyndall-fényeffektus"
69,（可禁用）,（可禁用）,(Can be disabled),(Можно отключить),(Se puede desactivar),(Pode ser desativado),(Kann deaktiviert werden),（無効化可能）,(Peut être désactivé),(Można wyłączyć),(비활성화 가능),(Devre dışı bırakılabilir),(Se puede desactivar),(Можна вимкнути),(Disattivabile),(Lze vypnout),(Pode ser desativado),(Kikapcsolható)
70,不再提示,不再提示,Don't show again,Больше не показывать,No volver a mostrar,Não mostrar novamente,Nicht mehr anzeigen,次回から表示しない,Ne plus afficher,Nie pokazuj ponownie,다시 표시하지 않음,Tekrar gösterme,No volver a mostrar,Більше не показувати,Non mostrare più,Znovu nezobrazovat,Não voltar a mostrar,Ne mutasd újra
71,不用花费太多孢子哦，蘑菇们本来就会自己出现的！——记得留点空间给它们！,不用花費太多孢子哦，蘑菇們本來就會自己出現的！——記得留點空間給它們！,No need to spend too many spores—mushrooms will appear on their own! Just leave some space for them!,Не тратьте слишком много спор — грибы появятся сами! Просто оставьте для них место!,¡No gastes demasiadas esporas! ¡Los hongos aparecerán solos! Solo deja algo de espacio para ellos.,Não gaste muitos esporos! Os cogumelos aparecerão sozinhos! Apenas deixe espaço para eles!,Gib nicht zu viele Sporen aus – Pilze erscheinen von selbst! Lass einfach etwas Platz für sie!,胞子をあまり使わなくても大丈夫！キノコは自然に現れるからね！——彼らのためにスペースを残しておいてね！,"Ne dépensez pas trop de spores, les champignons apparaîtront d'eux-mêmes ! Laissez-leur juste un peu d'espace !","Nie wydawaj zbyt wielu zarodników – grzyby pojawią się same! Pamiętaj tylko, aby zostawić im trochę miejsca!","포자를 너무 많이 쓸 필요 없어요, 버섯들은 스스로 나타나니까요!——공간을 좀 남겨주세요!","Çok fazla spor harcamana gerek yok, mantarlar kendiliğinden ortaya çıkacak! Onlara biraz yer bırakmayı unutma!",¡No gastes demasiadas esporas! ¡Los hongos aparecerán solos! Solo deja algo de espacio para ellos.,Не витрачайте занадто багато спор — гриби з'являться самі! Просто залиште для них місце!,"Non spendere troppe spore, i funghi appariranno da soli! Lascia solo un po' di spazio per loro!", neutrat' příliš mnoho spor – houby se objeví samy! Jen jim nech trochu místa!,"Não gaste muitos esporos, os cogumelos aparecerão sozinhos! Apenas deixe espaço para eles!","Ne költs túl sok spórát, a gombák úgyis megjelennek maguktól! Csak hagyj nekik egy kis helyet!"
72,仅在背景开启时生效,僅在背景開啟時生效,Only effective when background is on,Действует только при включенном фоне,Solo efectivo cuando el fondo está activado,Só funciona quando o fundo está ativado,"Nur wirksam, wenn der Hintergrund eingeschaltet ist",背景がオンの場合のみ有効,Efficace uniquement lorsque l'arrière-plan est activé,Działa tylko przy włączonym tle,배경이 켜져 있을 때만 적용됩니다,Yalnızca arka plan açıkken etkilidir,Solo efectivo cuando el fondo está activado,Діє тільки при увімкненому фоні,Efficace solo quando lo sfondo è attivo,Platí pouze při zapnutém pozadí,Só funciona quando o fundo está ativado,"Csak akkor érvényes, ha a háttér be van kapcsolva"
73,已开启“仅在背景开启时生效”，需开启背景才可激活效果,已開啟「僅在背景開啟時生效」，需開啟背景才可啟動效果,Only effective when background is on is enabled. The effect can only be activated when the background is on.,Функция «Действует только при включенном фоне» включена. Для активации эффекта необходимо включить фон., Solo efectivo cuando el fondo está activado  está activado. El efecto solo se puede activar cuando el fondo está activado., Só funciona quando o fundo está ativado  está ativado. O efeito só pode ser ativado quando o fundo está ativado.,"„Nur wirksam, wenn der Hintergrund eingeschaltet ist“ ist aktiviert. Die Wirkung kann nur aktiviert werden, wenn der Hintergrund eingeschaltet ist.",「背景がオンの場合のみ有効」が有効です。効果を有効にするには背景をオンにする必要があります。,« Efficace uniquement lorsque l'arrière-plan est activé » est activé. L'effet ne peut être activé que lorsque l'arrière-plan est activé.,Opcja „Działa tylko przy włączonym tle” jest włączona. Efekt można aktywować tylko przy włączonym tle.,'배경이 켜져 있을 때만 적용됩니다'가 켜져 있습니다. 효과를 활성화하려면 배경을 켜야 합니다.,Yalnızca arka plan açıkken etkilidir etkin. Efektin etkinleştirilmesi için arka planın açık olması gerekir., Solo efectivo cuando el fondo está activado  está activado. El efecto solo se puede activar cuando el fondo está activado.,"Функцію «Діє тільки при увімкненому фоні» увімкнено. Щоб активувати ефект, потрібно ввімкнути фон.",Efficace solo quando lo sfondo è attivo è attivato. L'effetto può essere attivato solo quando lo sfondo è attivo.,Funkce „Platí pouze při zapnutém pozadí“ je zapnutá. Účinek lze aktivovat pouze při zapnutém pozadí., Só funciona quando o fundo está ativado  está ativado. O efeito só pode ser ativado quando o fundo está ativado.,"A „Csak akkor érvényes, ha a háttér be van kapcsolva” be van kapcsolva. A hatás csak akkor aktiválható, ha a háttér be van kapcsolva."
